vertex1, vertex2, weight
355, 1787, 1
4366, 6070, 1
1347, 2614, 1
2040, 4197, 1
5213, 5506, 1
3354, 4240, 1
3956, 4754, 1
408, 5540, 1
1543, 5864, 1
3624, 6371, 1
4443, 5485, 1
991, 5860, 1
2522, 6166, 1
1367, 5736, 1
2066, 2931, 1
1265, 3428, 1
4468, 6249, 1
1551, 5747, 1
4727, 5046, 1
3079, 6313, 1
1268, 2650, 1
472, 4402, 1
650, 4087, 1
1206, 2316, 1
1154, 6402, 1
2195, 4438, 1
2081, 5046, 1
2716, 5127, 1
4268, 5148, 1
794, 5849, 1
1402, 3726, 1
4335, 4599, 1
2033, 5377, 1
827, 5987, 1
5146, 5489, 1
2790, 4027, 1
64, 6206, 1
1963, 5485, 1
3035, 6339, 1
2016, 2758, 1
274, 4736, 1
1175, 5502, 1
523, 3806, 1
3169, 5306, 1
4165, 4583, 1
3668, 4427, 1
4251, 4454, 1
2650, 2801, 1
500, 2664, 1
1949, 5426, 1
2124, 5864, 1
5312, 6241, 1
4935, 5548, 1
574, 2397, 1
505, 5641, 1
1484, 1637, 1
1103, 2557, 1
3064, 3889, 1
195, 516, 1
1080, 2666, 1
4161, 4599, 1
2152, 2819, 1
1402, 2400, 1
1265, 3915, 1
4913, 4936, 1
2647, 3055, 1
1161, 2824, 1
2896, 6417, 1
837, 1407, 1
3705, 4504, 1
991, 5778, 1
2331, 3662, 1
5317, 5497, 1
2760, 5121, 1
2811, 3001, 1
1602, 2645, 1
3078, 3649, 1
3765, 4228, 1
333, 4253, 1
4508, 5467, 1
670, 3359, 1
1858, 2959, 1
205, 874, 1
419, 3515, 1
4541, 4805, 1
1638, 3726, 1
2031, 3245, 1
5306, 6427, 1
1718, 4154, 1
2430, 6423, 1
3805, 6428, 1
2429, 5516, 1
1319, 4261, 1
3732, 5573, 1
649, 2711, 1
3750, 4922, 1
533, 4393, 1
316, 3495, 1
127, 2246, 1
1180, 3212, 1
862, 5486, 1
4441, 5412, 1
3360, 3805, 1
4380, 4503, 1
2938, 4188, 1
133, 5048, 1
5576, 6228, 1
2124, 4976, 1
917, 5388, 1
3636, 4132, 1
2658, 3003, 1
578, 6148, 1
32, 1070, 1
2047, 3777, 1
491, 745, 1
2136, 5582, 1
3868, 5226, 1
295, 556, 1
189, 1065, 1
2981, 6028, 1
2052, 3428, 1
2470, 5724, 1
2273, 4132, 1
4697, 4935, 1
3022, 5435, 1
2342, 5912, 1
3724, 6003, 1
3950, 4692, 1
442, 2003, 1
155, 3662, 1
2316, 5868, 1
396, 3455, 1
2399, 4467, 1
3927, 5768, 1
859, 2283, 1
403, 4781, 1
819, 832, 1
3662, 4898, 1
1969, 5306, 1
2800, 5106, 1
3359, 4074, 1
1021, 4678, 1
491, 2631, 1
2680, 2728, 1
2479, 4650, 1
5119, 6166, 1
1657, 3563, 1
3916, 5384, 1
1207, 1991, 1
1077, 1402, 1
1616, 3544, 1
1370, 1780, 1
3955, 5973, 1
4411, 6003, 1
994, 3035, 1
4015, 6273, 1
2658, 3302, 1
3609, 4073, 1
2026, 2650, 1
576, 3868, 1
449, 1259, 1
2499, 2959, 1
1518, 1962, 1
1293, 4899, 1
5046, 5937, 1
3157, 5931, 1
640, 3212, 1
2557, 3030, 1
2920, 4966, 1
673, 4780, 1
3173, 5736, 1
1378, 3280, 1
2645, 6420, 1
1522, 4398, 1
2558, 3918, 1
1289, 2422, 1
1352, 4319, 1
387, 4704, 1
5705, 5738, 1
2506, 2566, 1
2723, 3122, 1
1723, 5540, 1
1453, 4980, 1
2577, 4580, 1
3829, 6277, 1
3031, 6003, 1
1299, 3632, 1
859, 1043, 1
3407, 3812, 1
3662, 5722, 1
4456, 4548, 1
1385, 1390, 1
3994, 4476, 1
831, 2930, 1
3641, 3949, 1
1847, 3544, 1
4821, 6418, 1
1479, 5517, 1
592, 2397, 1
403, 6235, 1
3998, 5486, 1
172, 3505, 1
1906, 6258, 1
3354, 5931, 1
2081, 4395, 1
1224, 1369, 1
595, 3176, 1
4678, 5053, 1
1402, 3360, 1
2658, 6113, 1
16, 3387, 1
1062, 4024, 1
4441, 5935, 1
3241, 5768, 1
395, 3805, 1
1889, 4665, 1
489, 5485, 1
3835, 4155, 1
274, 5986, 1
3805, 6339, 1
859, 2332, 1
1439, 2958, 1
3233, 4731, 1
1194, 2811, 1
1265, 4121, 1
859, 4161, 1
2031, 2051, 1
2666, 6397, 1
752, 1310, 1
2791, 5019, 1
1077, 6166, 1
1079, 2557, 1
4173, 6316, 1
2397, 6283, 1
4418, 4599, 1
1892, 3861, 1
3308, 4607, 1
2536, 4306, 1
2297, 2657, 1
2268, 5524, 1
4071, 4898, 1
1000, 1988, 1
4073, 5165, 1
576, 5583, 1
403, 2461, 1
3296, 5688, 1
1265, 2549, 1
859, 2404, 1
5132, 6313, 1
3245, 5547, 1
154, 2560, 1
490, 2828, 1
2119, 5121, 1
1815, 3329, 1
3716, 5159, 1
4891, 5147, 1
3415, 5768, 1
1988, 5294, 1
3952, 4960, 1
1420, 5931, 1
3868, 5709, 1
4853, 6129, 1
1530, 5736, 1
2447, 2448, 1
3053, 6341, 1
3535, 3594, 1
2040, 5668, 1
1824, 3337, 1
3636, 5159, 1
1023, 2522, 1
1326, 4206, 1
2811, 3099, 1
2811, 6273, 1
628, 4441, 1
2721, 5881, 1
1197, 2045, 1
955, 5903, 1
1347, 3073, 1
4446, 5046, 1
3599, 5146, 1
522, 2800, 1
2930, 6441, 1
4418, 6313, 1
1710, 4704, 1
3279, 3651, 1
2818, 5908, 1
5405, 6066, 1
3934, 5706, 1
992, 3359, 1
2318, 4043, 1
10, 800, 1
1204, 1796, 1
5722, 5935, 1
5118, 6019, 1
66, 4188, 1
5700, 6148, 1
3373, 5616, 1
3341, 4518, 1
106, 856, 1
685, 2142, 1
2665, 5535, 1
641, 2520, 1
314, 5716, 1
129, 6380, 1
2778, 3354, 1
735, 1156, 1
2608, 3805, 1
400, 2050, 1
4588, 6355, 1
323, 5973, 1
612, 2398, 1
1127, 4651, 1
4873, 6216, 1
4567, 5575, 1
5667, 6136, 1
2360, 5662, 1
638, 5121, 1
3081, 6259, 1
545, 2041, 1
1331, 6438, 1
197, 2726, 1
3666, 4459, 1
3918, 5862, 1
1265, 6038, 1
773, 1735, 1
255, 4665, 1
967, 2603, 1
1121, 1739, 1
4663, 5383, 1
1763, 6412, 1
3705, 4420, 1
4614, 5190, 1
2292, 5762, 1
2354, 4018, 1
3889, 5470, 1
4665, 5479, 1
2016, 2721, 1
516, 1356, 1
2614, 4296, 1
2016, 4804, 1
3990, 6241, 1
1026, 5902, 1
5488, 6375, 1
5227, 5643, 1
3829, 5159, 1
2800, 3903, 1
1653, 5762, 1
2032, 6073, 1
340, 3751, 1
403, 5059, 1
3159, 5306, 1
5312, 5705, 1
3101, 6253, 1
1518, 2336, 1
1002, 5768, 1
2952, 5880, 1
3678, 5557, 1
66, 6059, 1
2562, 5485, 1
1376, 6380, 1
2960, 6251, 1
3495, 3930, 1
154, 1130, 1
4399, 6066, 1
2354, 5802, 1
558, 2603, 1
3495, 4245, 1
2842, 5078, 1
522, 5622, 1
2627, 5768, 1
1718, 2331, 1
1155, 4839, 1
2235, 5411, 1
205, 4811, 1
2818, 4807, 1
599, 5066, 1
881, 2557, 1
472, 3994, 1
337, 1375, 1
545, 4975, 1
1910, 6313, 1
133, 5519, 1
4074, 6235, 1
2047, 2935, 1
1332, 5736, 1
3919, 4729, 1
2650, 4063, 1
729, 2506, 1
2593, 4555, 1
3124, 4441, 1
4191, 4731, 1
2664, 3669, 1
4685, 6235, 1
2556, 2928, 1
385, 3795, 1
3924, 6224, 1
3363, 4446, 1
649, 3550, 1
2592, 3510, 1
1347, 6208, 1
1038, 1796, 1
2174, 3593, 1
49, 2590, 1
3718, 5214, 1
471, 1347, 1
85, 4228, 1
583, 4741, 1
224, 2503, 1
366, 4194, 1
4035, 5722, 1
713, 2028, 1
3552, 6166, 1
2458, 3765, 1
921, 4011, 1
831, 2664, 1
1930, 3889, 1
3924, 4997, 1
1254, 3513, 1
3836, 6389, 1
21, 2506, 1
791, 3770, 1
1602, 5960, 1
3352, 5333, 1
2218, 5212, 1
5099, 6438, 1
522, 3135, 1
1864, 5795, 1
781, 5121, 1
2960, 5790, 1
2658, 5259, 1
175, 5921, 1
3152, 3989, 1
920, 4855, 1
3008, 3989, 1
3895, 3974, 1
2666, 4626, 1
5290, 5942, 1
2466, 4282, 1
3319, 3955, 1
2908, 6079, 1
2449, 3849, 1
1499, 1689, 1
500, 4417, 1
2152, 4741, 1
5484, 5762, 1
496, 1088, 1
5574, 6140, 1
4056, 4481, 1
3396, 5470, 1
3419, 5722, 1
831, 1282, 1
1293, 1412, 1
217, 3059, 1
4632, 5467, 1
3645, 5121, 1
5016, 6243, 1
2904, 3208, 1
3594, 4417, 1
3020, 5034, 1
35, 4282, 1
246, 522, 1
1347, 6104, 1
340, 1431, 1
859, 3337, 1
1512, 2529, 1
1780, 4307, 1
3757, 4868, 1
3229, 4704, 1
1439, 1535, 1
1763, 2664, 1
1636, 2554, 1
859, 1610, 1
1004, 1649, 1
4465, 6095, 1
2664, 6265, 1
2226, 2423, 1
1299, 2226, 1
5339, 5666, 1
1343, 3381, 1
4114, 6084, 1
1959, 4978, 1
3320, 3896, 1
4395, 5486, 1
2419, 2423, 1
3852, 6173, 1
1127, 1155, 1
1367, 3231, 1
639, 5736, 1
133, 325, 1
130, 5705, 1
1616, 2212, 1
738, 4050, 1
2850, 3158, 1
920, 5999, 1
2776, 6399, 1
98, 185, 1
2399, 4149, 1
859, 3187, 1
1839, 6395, 1
3439, 5622, 1
2996, 4726, 1
65, 337, 1
3086, 3666, 1
3495, 3705, 1
2971, 3446, 1
133, 4724, 1
1947, 4397, 1
1657, 6025, 1
610, 5306, 1
1535, 5813, 1
709, 3340, 1
934, 1286, 1
4649, 4834, 1
2971, 3410, 1
3294, 4366, 1
3734, 5243, 1
175, 2726, 1
2937, 4417, 1
1958, 6211, 1
1449, 4662, 1
155, 4393, 1
576, 2397, 1
4542, 4775, 1
1732, 6313, 1
2664, 4630, 1
1805, 5647, 1
885, 4898, 1
194, 5716, 1
3990, 4398, 1
154, 5951, 1
3634, 4278, 1
2108, 3624, 1
1397, 5227, 1
154, 3730, 1
3086, 3865, 1
2430, 4946, 1
1469, 3762, 1
2203, 2257, 1
1490, 4925, 1
1385, 5692, 1
679, 2423, 1
16, 854, 1
5664, 5931, 1
2586, 4739, 1
1140, 3311, 1
1582, 5661, 1
2413, 2603, 1
514, 1616, 1
1566, 5452, 1
2482, 3949, 1
2450, 3994, 1
3619, 5768, 1
2869, 2981, 1
3066, 5502, 1
727, 2650, 1
2650, 5072, 1
856, 5729, 1
4000, 4395, 1
32, 4663, 1
293, 5306, 1
133, 4492, 1
419, 4371, 1
1063, 1094, 1
508, 5931, 1
4898, 5371, 1
5738, 6300, 1
964, 4548, 1
1927, 3179, 1
867, 1657, 1
824, 3836, 1
1912, 5467, 1
2603, 5787, 1
3373, 3507, 1
2143, 5375, 1
3900, 5306, 1
2762, 2824, 1
1289, 2835, 1
403, 2620, 1
1092, 2664, 1
1063, 5452, 1
813, 1145, 1
6000, 6066, 1
1078, 1551, 1
1231, 4607, 1
1088, 5991, 1
4070, 5987, 1
3342, 4876, 1
2885, 5142, 1
4246, 5388, 1
478, 1991, 1
19, 1082, 1
910, 5269, 1
1347, 6227, 1
1465, 2603, 1
3373, 6242, 1
339, 3411, 1
154, 3553, 1
5375, 6441, 1
5955, 6208, 1
3989, 5719, 1
3008, 3986, 1
735, 2449, 1
324, 5295, 1
188, 5467, 1
822, 4060, 1
1097, 1550, 1
2148, 2548, 1
3066, 3923, 1
3716, 5760, 1
2430, 5051, 1
16, 2084, 1
3393, 5946, 1
1716, 5602, 1
1988, 5647, 1
1602, 6366, 1
2424, 4454, 1
3959, 4366, 1
3091, 4366, 1
1127, 3801, 1
331, 449, 1
1197, 6099, 1
1695, 6228, 1
3341, 4674, 1
5076, 5534, 1
521, 4966, 1
5655, 5970, 1
1638, 4312, 1
3233, 5890, 1
2569, 6102, 1
2136, 5306, 1
2848, 4235, 1
2096, 3296, 1
1493, 6061, 1
1117, 3691, 1
2665, 5939, 1
4235, 5310, 1
1347, 2656, 1
2664, 3915, 1
3729, 4647, 1
217, 3405, 1
868, 6284, 1
1774, 2229, 1
3204, 4682, 1
2799, 6291, 1
1649, 5776, 1
1805, 3871, 1
1383, 2295, 1
1161, 3724, 1
1587, 1603, 1
4125, 5660, 1
5159, 5997, 1
5732, 6163, 1
2672, 4454, 1
867, 5792, 1
294, 5760, 1
3934, 6315, 1
797, 6316, 1
4839, 4991, 1
2406, 3066, 1
2477, 4149, 1
1385, 3916, 1
1097, 5415, 1
1959, 5999, 1
4072, 5046, 1
5110, 5722, 1
3950, 5351, 1
1224, 3530, 1
867, 6010, 1
1052, 5480, 1
561, 3917, 1
592, 3220, 1
1892, 3829, 1
4289, 4417, 1
2449, 6441, 1
2923, 5502, 1
4152, 5790, 1
1962, 6012, 1
1152, 3245, 1
1029, 3052, 1
45, 475, 1
2377, 2610, 1
1594, 4094, 1
4754, 4892, 1
2941, 4366, 1
3135, 6206, 1
491, 4496, 1
975, 2557, 1
210, 2393, 1
4440, 5105, 1
133, 3697, 1
2542, 2758, 1
65, 947, 1
2120, 3334, 1
3396, 6068, 1
1806, 2557, 1
1347, 2552, 1
2494, 3344, 1
2514, 2832, 1
1527, 3411, 1
2449, 4201, 1
69, 876, 1
2664, 4322, 1
4694, 4959, 1
1289, 4652, 1
2971, 5149, 1
779, 5516, 1
1773, 5047, 1
909, 3910, 1
500, 3594, 1
328, 2625, 1
1994, 6160, 1
4100, 4360, 1
533, 996, 1
3029, 6216, 1
1575, 2622, 1
3805, 5047, 1
1573, 2728, 1
1657, 4892, 1
3141, 5347, 1
674, 3527, 1
3228, 6098, 1
5046, 5366, 1
2959, 5401, 1
522, 4007, 1
1642, 3216, 1
791, 840, 1
1762, 4045, 1
3132, 3950, 1
672, 5736, 1
875, 5874, 1
2627, 3726, 1
508, 5800, 1
3651, 3715, 1
2373, 4070, 1
2773, 4481, 1
875, 1564, 1
2557, 6229, 1
1604, 3908, 1
875, 6228, 1
1567, 5738, 1
790, 1950, 1
3547, 4880, 1
4529, 5306, 1
2710, 5046, 1
3233, 4388, 1
272, 1967, 1
2625, 3495, 1
1281, 5661, 1
4197, 5800, 1
5262, 5270, 1
4511, 4966, 1
1498, 5716, 1
2172, 2548, 1
1923, 5604, 1
3888, 6372, 1
4441, 5954, 1
3407, 3873, 1
2199, 4590, 1
2124, 3401, 1
510, 3918, 1
403, 4375, 1
2999, 4338, 1
1026, 5242, 1
731, 5088, 1
4839, 5199, 1
1135, 1187, 1
3757, 4443, 1
1229, 5574, 1
124, 5391, 1
478, 970, 1
1088, 5573, 1
2417, 5516, 1
2295, 2438, 1
921, 3594, 1
3412, 5118, 1
568, 3805, 1
3829, 5760, 1
3464, 5093, 1
1014, 2639, 1
729, 2508, 1
521, 593, 1
1961, 4292, 1
289, 3805, 1
1071, 6286, 1
2289, 3035, 1
2333, 4295, 1
5485, 5800, 1
5445, 6353, 1
840, 3886, 1
491, 5792, 1
5941, 6313, 1
2815, 3606, 1
2181, 4860, 1
4846, 5768, 1
2288, 3308, 1
1959, 2164, 1
1122, 5725, 1
1720, 3879, 1
4398, 6302, 1
5419, 6231, 1
1992, 2471, 1
3525, 3601, 1
4366, 5059, 1
2832, 3507, 1
57, 2096, 1
1602, 1790, 1
1088, 1287, 1
2273, 5345, 1
3329, 6066, 1
732, 5743, 1
3801, 4395, 1
1741, 5373, 1
3633, 4684, 1
2827, 3023, 1
5034, 5458, 1
759, 5159, 1
516, 6283, 1
5630, 5798, 1
1365, 3758, 1
2162, 5716, 1
3276, 3289, 1
731, 4341, 1
301, 1551, 1
1385, 6283, 1
1636, 1819, 1
5736, 5821, 1
1411, 2542, 1
2959, 4617, 1
2874, 5415, 1
700, 4198, 1
2971, 6236, 1
3950, 4685, 1
2142, 2726, 1
1847, 3347, 1
2184, 2656, 1
1708, 5991, 1
4589, 6341, 1
2237, 5931, 1
3231, 5908, 1
5360, 6256, 1
3388, 3717, 1
4220, 4590, 1
522, 4417, 1
2931, 4500, 1
3190, 5508, 1
3606, 3780, 1
5931, 6283, 1
3774, 5623, 1
1062, 2754, 1
3208, 4071, 1
2124, 3166, 1
3296, 4481, 1
3960, 4712, 1
1959, 2913, 1
4823, 5692, 1
2557, 3220, 1
1892, 5444, 1
1269, 2548, 1
1865, 3127, 1
3974, 6066, 1
3231, 4804, 1
4231, 4800, 1
247, 1805, 1
2811, 5060, 1
3902, 4247, 1
1636, 6085, 1
403, 1329, 1
901, 1106, 1
500, 875, 1
2273, 4239, 1
2572, 2603, 1
3326, 3902, 1
555, 559, 1
1773, 6068, 1
453, 2423, 1
326, 2959, 1
3757, 5739, 1
602, 2503, 1
1535, 3750, 1
2971, 4731, 1
1307, 5525, 1
827, 1647, 1
93, 533, 1
2422, 4976, 1
1582, 5955, 1
1370, 5225, 1
2438, 4603, 1
1471, 1566, 1
2613, 4978, 1
1014, 2778, 1
3734, 4705, 1
958, 3805, 1
5119, 6349, 1
735, 4088, 1
2040, 2178, 1
3212, 4154, 1
1463, 3495, 1
3209, 3525, 1
328, 6096, 1
1065, 1177, 1
2689, 3188, 1
3160, 6313, 1
3530, 5096, 1
1197, 2184, 1
3149, 4289, 1
2498, 2731, 1
16, 3709, 1
3956, 4343, 1
472, 867, 1
2203, 2693, 1
324, 1127, 1
133, 3947, 1
1289, 5248, 1
3388, 4860, 1
447, 1540, 1
1127, 6206, 1
5880, 6008, 1
157, 3757, 1
1182, 5317, 1
57, 2237, 1
107, 5002, 1
1421, 4908, 1
3744, 5146, 1
1128, 5931, 1
1289, 2729, 1
2603, 5498, 1
558, 3743, 1
455, 5482, 1
920, 5284, 1
4839, 6216, 1
1688, 2123, 1
3329, 3476, 1
1770, 3109, 1
2592, 3264, 1
1815, 6000, 1
615, 6447, 1
4902, 5108, 1
4039, 6395, 1
1780, 4459, 1
3363, 5214, 1
2184, 2824, 1
3055, 3989, 1
208, 5815, 1
1348, 4454, 1
2040, 3066, 1
2237, 5792, 1
1963, 5280, 1
3786, 4757, 1
2903, 3994, 1
491, 824, 1
4125, 6280, 1
824, 4137, 1
154, 184, 1
2623, 4415, 1
2639, 5485, 1
3135, 4160, 1
133, 1294, 1
323, 5791, 1
1044, 2588, 1
4377, 5303, 1
1602, 5122, 1
545, 3498, 1
3676, 5415, 1
2685, 5915, 1
578, 3066, 1
3349, 4366, 1
1142, 2650, 1
654, 6000, 1
1773, 2881, 1
5569, 6225, 1
3618, 5736, 1
3302, 5313, 1
1273, 1718, 1
4650, 5458, 1
3136, 4898, 1
1689, 2960, 1
2666, 6166, 1
5046, 6235, 1
956, 4678, 1
1385, 6438, 1
2199, 6227, 1
1808, 2399, 1
3064, 4345, 1
108, 1247, 1
1453, 5927, 1
2995, 3436, 1
867, 3750, 1
28, 4621, 1
806, 1100, 1
2522, 4134, 1
447, 1866, 1
3319, 4772, 1
1703, 3363, 1
527, 3606, 1
3258, 6166, 1
1077, 2971, 1
951, 2038, 1
3873, 4068, 1
16, 4188, 1
4673, 5106, 1
5024, 5387, 1
228, 2184, 1
1908, 2438, 1
2530, 5519, 1
132, 5705, 1
1410, 3530, 1
1158, 2031, 1
859, 3860, 1
5516, 6098, 1
4026, 5716, 1
201, 3750, 1
862, 1582, 1
111, 1695, 1
444, 4611, 1
867, 3324, 1
1776, 5897, 1
677, 5391, 1
3172, 3320, 1
5193, 6066, 1
2613, 3594, 1
4421, 5751, 1
5306, 5875, 1
2611, 2650, 1
4094, 6225, 1
3712, 5386, 1
4401, 5251, 1
975, 1365, 1
3977, 5972, 1
1910, 3670, 1
1948, 6306, 1
1718, 3625, 1
2184, 3122, 1
5677, 5716, 1
2666, 4811, 1
2650, 4353, 1
1065, 3805, 1
164, 2863, 1
6306, 6322, 1
4615, 5912, 1
1819, 3891, 1
4135, 5970, 1
3436, 3917, 1
3495, 3902, 1
4419, 5052, 1
4411, 5840, 1
211, 3532, 1
1078, 5034, 1
5978, 6291, 1
3744, 5525, 1
1587, 5021, 1
4325, 5238, 1
2043, 3891, 1
436, 2974, 1
17, 4728, 1
217, 3073, 1
5096, 5991, 1
3601, 3624, 1
1365, 4024, 1
403, 3176, 1
5073, 5480, 1
895, 5480, 1
2031, 6050, 1
2502, 3338, 1
4481, 6219, 1
173, 4998, 1
1396, 1482, 1
1753, 4551, 1
649, 1489, 1
1115, 6405, 1
2971, 6434, 1
403, 4254, 1
395, 3387, 1
4318, 5371, 1
3757, 6423, 1
3488, 3828, 1
2399, 4051, 1
5131, 5762, 1
2449, 5547, 1
3134, 3233, 1
191, 2260, 1
4280, 4726, 1
1402, 2669, 1
1566, 1689, 1
1156, 4427, 1
2218, 5250, 1
2639, 5622, 1
1144, 2016, 1
2931, 6088, 1
4088, 6256, 1
1385, 3705, 1
3995, 4368, 1
2450, 3805, 1
325, 3183, 1
3086, 4494, 1
462, 6166, 1
2159, 5736, 1
2666, 4653, 1
2285, 4925, 1
2123, 3245, 1
2449, 3911, 1
41, 4373, 1
1567, 4398, 1
2220, 2372, 1
824, 4516, 1
1385, 2898, 1
2106, 5758, 1
1507, 4465, 1
2026, 5539, 1
2244, 3712, 1
1527, 6273, 1
5269, 5310, 1
1755, 5099, 1
329, 1407, 1
1773, 6302, 1
4925, 5775, 1
1084, 4345, 1
2354, 4035, 1
3024, 5446, 1
2971, 4929, 1
361, 1966, 1
3141, 5344, 1
1127, 6353, 1
3651, 4427, 1
2604, 4261, 1
1622, 5899, 1
4318, 5999, 1
2943, 4853, 1
1527, 1689, 1
3680, 5150, 1
453, 5776, 1
501, 5257, 1
2466, 5121, 1
5717, 6067, 1
5732, 6207, 1
1402, 2424, 1
768, 3278, 1
1383, 3469, 1
1402, 3211, 1
4161, 5647, 1
1479, 1636, 1
102, 5524, 1
3294, 5834, 1
495, 3495, 1
133, 1760, 1
1247, 3797, 1
2996, 5003, 1
2011, 2103, 1
1507, 1836, 1
1828, 5978, 1
3448, 3941, 1
595, 4318, 1
1936, 4303, 1
361, 1063, 1
1347, 1988, 1
859, 4349, 1
1082, 3023, 1
530, 1986, 1
1347, 3361, 1
1908, 5707, 1
3935, 6417, 1
2538, 5919, 1
1120, 1481, 1
2540, 5668, 1
3481, 5716, 1
2472, 5467, 1
851, 5118, 1
568, 4494, 1
297, 2842, 1
4408, 6210, 1
2842, 6168, 1
859, 1420, 1
4519, 5136, 1
522, 1748, 1
2558, 4261, 1
1318, 3148, 1
859, 2921, 1
2438, 5072, 1
3805, 6000, 1
3652, 3989, 1
5911, 6140, 1
4368, 5738, 1
2588, 3421, 1
3246, 5478, 1
1809, 4979, 1
4501, 5262, 1
99, 1265, 1
2354, 5122, 1
1503, 4146, 1
4404, 4898, 1
99, 2666, 1
2292, 3134, 1
133, 632, 1
2290, 2582, 1
842, 4015, 1
5782, 5931, 1
1528, 3765, 1
857, 874, 1
391, 1429, 1
2728, 2989, 1
2603, 4130, 1
249, 2630, 1
1989, 2040, 1
355, 1402, 1
5428, 6254, 1
1036, 5032, 1
1664, 2513, 1
76, 340, 1
1784, 2557, 1
366, 2910, 1
4454, 6374, 1
859, 2582, 1
1361, 5326, 1
1059, 2146, 1
1265, 6316, 1
403, 2566, 1
512, 2547, 1
154, 6269, 1
1582, 2450, 1
402, 2811, 1
674, 867, 1
2810, 6313, 1
1599, 2051, 1
1976, 5121, 1
5309, 5615, 1
491, 3149, 1
323, 2764, 1
2124, 2130, 1
154, 3511, 1
292, 6206, 1
5002, 5794, 1
274, 3920, 1
2123, 3995, 1
141, 2152, 1
1369, 2613, 1
3132, 5030, 1
3364, 4001, 1
3198, 3348, 1
4285, 6321, 1
3188, 5497, 1
5391, 5396, 1
1347, 2470, 1
875, 5155, 1
1739, 5120, 1
520, 2705, 1
247, 4398, 1
3611, 3649, 1
355, 5564, 1
323, 4454, 1
4045, 6291, 1
2265, 6306, 1
1247, 3678, 1
2645, 5716, 1
3038, 5778, 1
3773, 4413, 1
1361, 3495, 1
6313, 6453, 1
3994, 5334, 1
2496, 6380, 1
1013, 2865, 1
5533, 5732, 1
2124, 6316, 1
5247, 5308, 1
5461, 5786, 1
824, 5829, 1
524, 6313, 1
794, 4682, 1
2144, 3974, 1
3889, 4899, 1
2835, 4875, 1
2990, 4366, 1
4966, 6427, 1
3440, 3694, 1
1352, 5488, 1
1805, 4053, 1
403, 3454, 1
2123, 5168, 1
5119, 5525, 1
5321, 6316, 1
3155, 3302, 1
653, 3066, 1
441, 3026, 1
3432, 5021, 1
1818, 3122, 1
2052, 6302, 1
2706, 5977, 1
154, 4399, 1
2582, 5763, 1
2728, 4492, 1
1747, 3495, 1
4072, 4704, 1
5110, 5648, 1
1809, 3768, 1
3237, 4661, 1
2016, 2950, 1
2986, 3619, 1
1356, 2664, 1
1451, 4240, 1
193, 3125, 1
3143, 3805, 1
2449, 5525, 1
2203, 3896, 1
273, 1582, 1
5336, 5776, 1
859, 2999, 1
2921, 6160, 1
3118, 6042, 1
5157, 6156, 1
1277, 5306, 1
278, 1045, 1
3388, 6021, 1
229, 5127, 1
4420, 6313, 1
875, 3115, 1
592, 4607, 1
3216, 5118, 1
4776, 6206, 1
2399, 5184, 1
523, 2031, 1
18, 1773, 1
2035, 6108, 1
2016, 5396, 1
1799, 5830, 1
1062, 6256, 1
867, 1029, 1
4898, 6286, 1
1558, 2943, 1
108, 2083, 1
5121, 5513, 1
277, 4366, 1
3950, 4402, 1
1551, 2530, 1
3950, 4088, 1
275, 2052, 1
2084, 5555, 1
1077, 5002, 1
2145, 5970, 1
921, 2381, 1
2388, 2503, 1
4237, 4733, 1
795, 3838, 1
4571, 6166, 1
2399, 2625, 1
361, 2650, 1
5180, 5758, 1
2246, 4320, 1
2927, 3764, 1
4456, 6312, 1
1984, 4197, 1
2218, 4596, 1
1886, 3653, 1
875, 5821, 1
1582, 4171, 1
5284, 6162, 1
4704, 5655, 1
3495, 4718, 1
117, 506, 1
933, 4704, 1
1097, 1748, 1
4731, 5615, 1
3066, 3302, 1
314, 4310, 1
1467, 2650, 1
3805, 6414, 1
3233, 3656, 1
1130, 4441, 1
2, 4731, 1
469, 558, 1
3296, 5696, 1
209, 6300, 1
3388, 4240, 1
259, 1824, 1
3155, 4743, 1
3994, 5469, 1
970, 5388, 1
2603, 3370, 1
3754, 4353, 1
1265, 4368, 1
794, 3250, 1
361, 5446, 1
830, 6313, 1
1118, 1480, 1
1883, 2548, 1
2220, 5358, 1
1655, 3533, 1
3608, 5446, 1
5568, 5732, 1
4282, 5161, 1
2666, 6060, 1
11, 865, 1
2397, 6018, 1
872, 904, 1
2931, 6012, 1
3956, 4849, 1
1412, 2397, 1
1155, 3449, 1
638, 3055, 1
1805, 5615, 1
2152, 4074, 1
207, 3178, 1
4523, 5784, 1
739, 6218, 1
1158, 1587, 1
308, 4418, 1
1348, 3373, 1
4304, 5057, 1
685, 2664, 1
2573, 5467, 1
1412, 4321, 1
4289, 4372, 1
2169, 4683, 1
812, 4929, 1
133, 850, 1
3054, 4593, 1
3216, 4321, 1
1127, 3121, 1
284, 5306, 1
323, 4804, 1
4726, 5758, 1
3319, 3812, 1
5200, 5991, 1
669, 2557, 1
1265, 5395, 1
475, 3050, 1
2040, 4623, 1
1580, 2864, 1
1587, 5876, 1
1234, 1908, 1
2132, 2650, 1
5622, 5847, 1
3233, 6316, 1
4930, 6056, 1
2429, 3956, 1
2650, 3386, 1
2664, 3283, 1
3594, 5076, 1
3760, 4404, 1
3020, 4413, 1
217, 3829, 1
1706, 4021, 1
601, 854, 1
